feature_1,feature_2,correlation,abs_correlation
price_z,volatility_15m,-0.04814460493251536,0.04814460493251536
return_1m,ema_15m_z,0.04761644312832807,0.04761644312832807
price_normalized,slope2_ema_30m_normalized,0.04632195270170887,0.04632195270170887
slope2_ema_5m_normalized,volatility_60m,0.046074239637910006,0.046074239637910006
slope_ema_5m_normalized,price_range,-0.046065155102751214,0.046065155102751214
ema_5m_normalized,price_range,0.04606515510273574,0.04606515510273574
ema_60m_z,slope2_ema_10m_normalized,-0.044991348840461194,0.044991348840461194
ema_5m_z,volatility_30m,-0.04444355934710824,0.04444355934710824
ema_30m_normalized,slope2_ema_10m_normalized,-0.04424465150145339,0.04424465150145339
slope2_ema_10m_normalized,slope_ema_30m_normalized,0.044244651501447164,0.044244651501447164
slope2_ema_5m_normalized,price_range,0.0439860338147781,0.0439860338147781
slope2_ema_5m_normalized,price_z,0.04362925478805904,0.04362925478805904
price_range,macd_histogram_normalized,-0.0435546731526663,0.0435546731526663
slope2_ema_10m_normalized,volatility_30m,0.04342897721880215,0.04342897721880215
ema_30m_z,slope2_ema_5m_normalized,-0.043285881437404285,0.043285881437404285
slope2_ema_60m_normalized,ema_crossover_5m_60m,-0.04223708555388247,0.04223708555388247
slope2_ema_60m_normalized,macd_normalized,-0.04223708555388247,0.04223708555388247
slope2_ema_5m_normalized,atr_14,0.04086194749337163,0.04086194749337163
ema_60m_z,return_lag_1,0.040587923340316426,0.040587923340316426
atr_14,day_of_week,0.04007456945074188,0.04007456945074188
price_z,volatility_30m,-0.03959823503895844,0.03959823503895844
slope2_ema_10m_normalized,price_range,0.03885806630272736,0.03885806630272736
ema_15m_z,slope2_ema_60m_normalized,-0.03862309441602335,0.03862309441602335
price_range,return_lag_1,-0.03767640767459058,0.03767640767459058
price_range,rsi_14,-0.03744183680304984,0.03744183680304984
ema_15m_z,volatility_60m,-0.03735109042232879,0.03735109042232879
slope2_ema_5m_normalized,dist_from_low_30m,0.03729271308746058,0.03729271308746058
ema_15m_z,oc_spread,0.036324756878900785,0.036324756878900785
price_range,bb_position_20,-0.036038062900305666,0.036038062900305666
slope2_ema_5m_normalized,dist_from_high_30m,-0.035629301986220635,0.035629301986220635
slope2_ema_15m_normalized,price_range,0.035496727833644805,0.035496727833644805
slope2_ema_15m_normalized,volatility_30m,0.03544884486413178,0.03544884486413178
slope2_ema_10m_normalized,atr_14,0.03492581700044245,0.03492581700044245
slope2_ema_5m_normalized,momentum_30m,-0.03432046588495273,0.03432046588495273
price_range,day_of_week,0.03417611979025325,0.03417611979025325
slope2_ema_30m_normalized,volatility_15m,0.03373865899072738,0.03373865899072738
ema_10m_z,volatility_60m,-0.033485652015720374,0.033485652015720374
return_1m,ema_30m_z,0.03286512541960163,0.03286512541960163
ema_60m_z,slope2_ema_5m_normalized,-0.03237728443796381,0.03237728443796381
slope2_ema_5m_normalized,slope_ema_60m_normalized,-0.03214503112650917,0.03214503112650917
ema_60m_normalized,slope2_ema_5m_normalized,0.032145031126505554,0.032145031126505554
slope2_ema_10m_normalized,volatility_60m,0.03185707419428496,0.03185707419428496
price_normalized,slope2_ema_5m_normalized,-0.031780133368031385,0.031780133368031385
slope2_ema_15m_normalized,atr_14,0.031640509078652894,0.031640509078652894
ema_15m_normalized,slope2_ema_5m_normalized,-0.030616452530493887,0.030616452530493887
slope2_ema_5m_normalized,slope_ema_15m_normalized,0.030616452530478715,0.030616452530478715
slope2_ema_30m_normalized,price_range,0.030325488598418385,0.030325488598418385
ema_5m_z,volatility_60m,-0.02991635688949981,0.02991635688949981
volatility_60m,day_of_week,0.028892738789326928,0.028892738789326928
rsi_14,atr_14,-0.0284999177420288,0.0284999177420288
slope2_ema_15m_normalized,slope_ema_60m_normalized,0.027903418542184543,0.027903418542184543
ema_60m_normalized,slope2_ema_15m_normalized,-0.02790341854218098,0.02790341854218098
slope2_ema_10m_normalized,rsi_14,0.02759067713429035,0.02759067713429035
volatility_15m,day_of_week,0.027355894068859125,0.027355894068859125
volatility_30m,day_of_week,0.026790671835158514,0.026790671835158514
price_z,volatility_60m,-0.026507938195766665,0.026507938195766665
slope2_ema_60m_normalized,price_range,0.026325585759874436,0.026325585759874436
ema_10m_z,slope2_ema_60m_normalized,-0.02624155831487164,0.02624155831487164
ema_5m_z,slope2_ema_30m_normalized,-0.026196123440279877,0.026196123440279877
slope2_ema_30m_normalized,atr_14,0.02572142324411601,0.02572142324411601
slope2_ema_15m_normalized,volatility_60m,0.025272562030010992,0.025272562030010992
slope2_ema_60m_normalized,return_lag_2,-0.025090772255135254,0.025090772255135254
return_1m,ema_60m_z,0.025000898775382484,0.025000898775382484
atr_14,bb_position_20,-0.02497177866378649,0.02497177866378649
slope2_ema_5m_normalized,momentum_60m,-0.02487571418467307,0.02487571418467307
slope2_ema_30m_normalized,volatility_30m,0.02425973680581985,0.02425973680581985
ema_30m_z,oc_spread,0.02334403822544037,0.02334403822544037
slope2_ema_10m_normalized,momentum_30m,-0.02109457744657419,0.02109457744657419
slope2_ema_60m_normalized,atr_14,0.020236688066585934,0.020236688066585934
volatility_15m,rsi_14,-0.020088868593416524,0.020088868593416524
slope2_ema_5m_normalized,slope_ema_30m_normalized,-0.01958860959735969,0.01958860959735969
ema_30m_normalized,slope2_ema_5m_normalized,0.0195886095973496,0.0195886095973496
slope2_ema_10m_normalized,momentum_15m,-0.019110077494948342,0.019110077494948342
ema_60m_z,hour_of_day,0.018856021792696947,0.018856021792696947
ema_60m_z,minute_of_day,0.018799779992933214,0.018799779992933214
slope2_ema_60m_normalized,volatility_15m,0.018576987968953098,0.018576987968953098
slope2_ema_60m_normalized,momentum_60m,0.017793792221979847,0.017793792221979847
ema_60m_z,oc_spread,0.017167440881380627,0.017167440881380627
slope2_ema_30m_normalized,volatility_60m,0.016849305223369446,0.016849305223369446
slope2_ema_15m_normalized,dist_from_high_30m,0.016630536757287567,0.016630536757287567
slope2_ema_15m_normalized,macd_histogram_normalized,0.01661340307937192,0.01661340307937192
volatility_15m,bb_position_20,-0.016541408763343365,0.016541408763343365
oc_spread,return_lag_2,0.016230834029381427,0.016230834029381427
slope2_ema_30m_normalized,momentum_30m,0.016124278804235045,0.016124278804235045
price_range,oc_spread,0.016109404057899405,0.016109404057899405
ema_30m_z,hour_of_day,0.01583968138565129,0.01583968138565129
return_1m,macd_signal_normalized,0.01581992520137377,0.01581992520137377
ema_30m_z,minute_of_day,0.015645426026962565,0.015645426026962565
dist_from_high_30m,day_of_week,-0.015466794815089805,0.015466794815089805
slope2_ema_10m_normalized,momentum_60m,-0.015066162589390596,0.015066162589390596
ema_15m_z,hour_of_day,0.014789575832392182,0.014789575832392182
ema_10m_z,hour_of_day,0.014554890291191605,0.014554890291191605
ema_15m_z,minute_of_day,0.014549410289304152,0.014549410289304152
slope2_ema_60m_normalized,volatility_30m,0.014445169174753494,0.014445169174753494
ema_10m_z,minute_of_day,0.014276841954249941,0.014276841954249941
ema_5m_z,hour_of_day,0.014175587817301296,0.014175587817301296
dist_from_low_30m,day_of_week,0.014069754471257098,0.014069754471257098
ema_60m_z,macd_histogram_normalized,-0.013973070482719053,0.013973070482719053
ema_5m_z,minute_of_day,0.013821798765077215,0.013821798765077215
return_1m,volatility_30m,-0.01330001449371031,0.01330001449371031
ema_60m_z,day_of_week,0.012818784409630577,0.012818784409630577
return_1m,price_range,0.012655273673119314,0.012655273673119314
slope2_ema_15m_normalized,momentum_30m,-0.012443355867608743,0.012443355867608743
volatility_30m,rsi_14,-0.012372351289655335,0.012372351289655335
price_z,hour_of_day,0.012196684414143195,0.012196684414143195
slope2_ema_15m_normalized,momentum_15m,0.011746501224532928,0.011746501224532928
price_z,minute_of_day,0.011728364488324724,0.011728364488324724
return_1m,return_lag_2,0.011372552017339013,0.011372552017339013
return_1m,volatility_15m,-0.011200703440978373,0.011200703440978373
ema_30m_z,day_of_week,0.011117651044065873,0.011117651044065873
slope2_ema_60m_normalized,volatility_60m,0.011039661388180508,0.011039661388180508
oc_spread,macd_signal_normalized,0.011019463390255807,0.011019463390255807
momentum_60m,minute_of_day,-0.010898368176651544,0.010898368176651544
slope2_ema_15m_normalized,momentum_60m,-0.010805199172759718,0.010805199172759718
ema_5m_z,day_of_week,0.010578993931214446,0.010578993931214446
return_1m,return_lag_1,-0.01057674832397751,0.01057674832397751
ema_10m_z,day_of_week,0.010536812349343944,0.010536812349343944
bb_position_20,hour_of_day,0.01049716019627867,0.01049716019627867
price_normalized,slope2_ema_15m_normalized,0.010450383878877766,0.010450383878877766
ema_15m_z,day_of_week,0.01043613348035278,0.01043613348035278
momentum_60m,hour_of_day,-0.010429234264372405,0.010429234264372405
return_1m,volatility_60m,-0.01034089455488451,0.01034089455488451
volatility_30m,bb_position_20,-0.01032425576411197,0.01032425576411197
bb_position_20,minute_of_day,0.0097008856646327,0.0097008856646327
price_z,day_of_week,0.009414843950801957,0.009414843950801957
macd_signal_normalized,minute_of_day,-0.009201806886463156,0.009201806886463156
ema_5m_z,slope2_ema_60m_normalized,0.009165088650158302,0.009165088650158302
slope2_ema_5m_normalized,rsi_14,0.009091975011009711,0.009091975011009711
oc_spread,return_lag_1,-0.008944107070893475,0.008944107070893475
macd_signal_normalized,hour_of_day,-0.00892603224953213,0.00892603224953213
ema_crossover_5m_60m,minute_of_day,-0.008372555839170723,0.008372555839170723
macd_normalized,minute_of_day,-0.008372555839170723,0.008372555839170723
return_lag_1,day_of_week,-0.00815717353560376,0.00815717353560376
slope_ema_60m_normalized,minute_of_day,-0.008146930457977736,0.008146930457977736
ema_60m_normalized,minute_of_day,0.008146930457970014,0.008146930457970014
macd_normalized,hour_of_day,-0.00794551870348697,0.00794551870348697
ema_crossover_5m_60m,hour_of_day,-0.00794551870348697,0.00794551870348697
oc_spread,volatility_30m,-0.007905621942111826,0.007905621942111826
price_normalized,minute_of_day,-0.007812004904525557,0.007812004904525557
slope_ema_60m_normalized,hour_of_day,-0.007605177444510179,0.007605177444510179
ema_60m_normalized,hour_of_day,0.007605177444502283,0.007605177444502283
bb_position_20,day_of_week,0.007325716672986001,0.007325716672986001
price_normalized,hour_of_day,-0.007302293043737429,0.007302293043737429
dist_from_high_30m,dist_from_low_30m,-0.007250399735951457,0.007250399735951457
volatility_60m,rsi_14,-0.007126190054143381,0.007126190054143381
volatility_60m,bb_position_20,-0.006800572710230818,0.006800572710230818
return_1m,minute_of_day,-0.006718860433861147,0.006718860433861147
slope2_ema_5m_normalized,minute_of_day,-0.006662306560279833,0.006662306560279833
rsi_14,day_of_week,0.006524207949276461,0.006524207949276461
rsi_14,hour_of_day,0.0065203942874083685,0.0065203942874083685
oc_spread,volatility_60m,-0.006394200631725052,0.006394200631725052
ema_5m_normalized,day_of_week,0.0063210566522985435,0.0063210566522985435
slope_ema_5m_normalized,day_of_week,-0.006321056652298481,0.006321056652298481
slope2_ema_10m_normalized,minute_of_day,-0.006205106164924911,0.006205106164924911
slope2_ema_5m_normalized,hour_of_day,-0.00615371055862926,0.00615371055862926
price_normalized,slope2_ema_10m_normalized,-0.006045820749794646,0.006045820749794646
return_1m,hour_of_day,-0.006005240330225366,0.006005240330225366
slope2_ema_15m_normalized,minute_of_day,-0.005968065517229667,0.005968065517229667
rsi_14,minute_of_day,0.005863563875458316,0.005863563875458316
slope2_ema_30m_normalized,minute_of_day,-0.0057294027794303325,0.0057294027794303325
slope2_ema_10m_normalized,hour_of_day,-0.005672730351400832,0.005672730351400832
slope2_ema_60m_normalized,minute_of_day,-0.0055429148306829065,0.0055429148306829065
oc_spread,minute_of_day,-0.005501936983411769,0.005501936983411769
minute_of_day,day_of_week,0.005443159489314707,0.005443159489314707
slope2_ema_15m_normalized,hour_of_day,-0.0054096198688196526,0.0054096198688196526
slope_ema_10m_normalized,day_of_week,-0.005371334072571193,0.005371334072571193
ema_10m_normalized,day_of_week,0.005371334072568482,0.005371334072568482
ema_30m_normalized,minute_of_day,0.005350457462336007,0.005350457462336007
slope_ema_30m_normalized,minute_of_day,-0.005350457462334031,0.005350457462334031
day_of_week,hour_of_day,0.0052452443008325295,0.0052452443008325295
slope2_ema_30m_normalized,hour_of_day,-0.0051201222653243115,0.0051201222653243115
macd_histogram_normalized,day_of_week,-0.005075603165761061,0.005075603165761061
momentum_15m,minute_of_day,-0.004989136226818232,0.004989136226818232
slope2_ema_60m_normalized,hour_of_day,-0.004896557916494385,0.004896557916494385
oc_spread,hour_of_day,-0.00487405150485238,0.00487405150485238
ema_30m_normalized,hour_of_day,0.0047130601233915615,0.0047130601233915615
slope_ema_30m_normalized,hour_of_day,-0.004713060123389264,0.004713060123389264
slope_ema_15m_normalized,day_of_week,-0.0046814716101311,0.0046814716101311
ema_15m_normalized,day_of_week,0.004681471610131098,0.004681471610131098
slope2_ema_10m_normalized,slope_ema_60m_normalized,0.004669322791030659,0.004669322791030659
ema_60m_normalized,slope2_ema_10m_normalized,-0.00466932279102981,0.00466932279102981
momentum_30m,minute_of_day,-0.004548760671873929,0.004548760671873929
momentum_60m,day_of_week,0.00444015616096739,0.00444015616096739
momentum_15m,hour_of_day,-0.004253793064564494,0.004253793064564494
momentum_30m,hour_of_day,-0.004216365677407666,0.004216365677407666
return_lag_1,return_lag_2,-0.004116515358442047,0.004116515358442047
oc_spread,volatility_15m,-0.003926909596862009,0.003926909596862009
slope_ema_15m_normalized,minute_of_day,-0.0038062150381059506,0.0038062150381059506
ema_15m_normalized,minute_of_day,0.0038062150381045373,0.0038062150381045373
slope2_ema_10m_normalized,dist_from_high_30m,-0.0036942054968703134,0.0036942054968703134
return_lag_2,day_of_week,-0.003276651951606025,0.003276651951606025
slope_ema_10m_normalized,minute_of_day,-0.003176391477668309,0.003176391477668309
ema_10m_normalized,minute_of_day,0.0031763914776680056,0.0031763914776680056
slope_ema_15m_normalized,hour_of_day,-0.0031031524144794647,0.0031031524144794647
ema_15m_normalized,hour_of_day,0.0031031524144780934,0.0031031524144780934
macd_signal_normalized,day_of_week,0.0030603566331615633,0.0030603566331615633
slope_ema_5m_normalized,minute_of_day,-0.0029693714803462105,0.0029693714803462105
ema_5m_normalized,minute_of_day,0.0029693714803455313,0.0029693714803455313
slope_ema_30m_normalized,day_of_week,-0.0028971290143613247,0.0028971290143613247
ema_30m_normalized,day_of_week,0.0028971290143572294,0.0028971290143572294
slope2_ema_60m_normalized,day_of_week,-0.0026780186844576875,0.0026780186844576875
return_1m,day_of_week,-0.0026247015021188995,0.0026247015021188995
slope_ema_10m_normalized,hour_of_day,-0.0024776782265406253,0.0024776782265406253
ema_10m_normalized,hour_of_day,0.0024776782265399653,0.0024776782265399653
momentum_15m,day_of_week,-0.002374506089234398,0.002374506089234398
slope2_ema_30m_normalized,momentum_60m,-0.002325152568939508,0.002325152568939508
slope_ema_5m_normalized,hour_of_day,-0.002316641522729849,0.002316641522729849
ema_5m_normalized,hour_of_day,0.0023166415227292327,0.0023166415227292327
slope2_ema_30m_normalized,day_of_week,-0.0022026826458132246,0.0022026826458132246
oc_spread,atr_14,0.0020308836713157086,0.0020308836713157086
momentum_30m,day_of_week,-0.0018882924506298635,0.0018882924506298635
macd_histogram_normalized,hour_of_day,0.0018335262390941427,0.0018335262390941427
slope2_ema_15m_normalized,day_of_week,-0.001493535322252671,0.001493535322252671
ema_crossover_5m_60m,day_of_week,0.0014881779587751227,0.0014881779587751227
macd_normalized,day_of_week,0.0014881779587751227,0.0014881779587751227
oc_spread,day_of_week,-0.0014848991986126257,0.0014848991986126257
macd_histogram_normalized,minute_of_day,0.0012369606997545343,0.0012369606997545343
return_lag_1,hour_of_day,0.0009314072390670931,0.0009314072390670931
slope2_ema_10m_normalized,day_of_week,-0.0009312842114633874,0.0009312842114633874
return_lag_1,minute_of_day,0.0007887696882039991,0.0007887696882039991
slope2_ema_5m_normalized,day_of_week,0.0005644774312846094,0.0005644774312846094
return_1m,atr_14,-0.00045031625746434404,0.00045031625746434404
return_lag_2,minute_of_day,0.0003911838604275463,0.0003911838604275463
return_lag_2,hour_of_day,0.00033955744967586543,0.00033955744967586543
slope_ema_60m_normalized,day_of_week,-0.00027648891912928015,0.00027648891912928015
ema_60m_normalized,day_of_week,0.0002764889191283403,0.0002764889191283403
price_normalized,day_of_week,-0.0001253000282138719,0.0001253000282138719
